Formula,E_g_Exp,Source,Priority,frac f valence electrons,cohesive energy (MP),MagpieData range GSbandgap,MagpieData mode Row,MagpieData mode MeltingT,F fraction,Al fraction,MagpieData avg_dev Row,MagpieData mode NfUnfilled,Pm fraction,Cr fraction,MagpieData minimum Electronegativity,Fr fraction,Bk fraction,La fraction,MagpieData mean GSmagmom,B fraction,Cf fraction,MagpieData mean NdValence,MagpieData mean NfValence,Sb fraction,MagpieData avg_dev MeltingT,Md fraction,maximum EN difference,MagpieData minimum MendeleevNumber,MagpieData minimum NsUnfilled,Si fraction,MagpieData maximum Number,Tl fraction,P fraction,Li fraction,Ca fraction,MagpieData avg_dev AtomicWeight,Ar fraction,Gd fraction,MagpieData avg_dev NpValence,range oxidation state,A_site_weight,Y fraction,avg d valence electrons,MagpieData mode NfValence,C fraction,MagpieData avg_dev NfValence,MagpieData maximum GSbandgap,MagpieData mean NpUnfilled,minimum EN difference,Sc fraction,Ti fraction,MagpieData mean MeltingT,Rb fraction,Ba fraction,Pb fraction,MagpieData maximum NpUnfilled,Mg fraction,(u+t)n,mean EN difference,MagpieData mode Electronegativity,minimum oxidation state,MagpieData avg_dev NdUnfilled,pretty_formula,MagpieData maximum NpValence,MagpieData mode NpValence,MagpieData range Electronegativity,MagpieData mean CovalentRadius,dist from 3 clusters |APE| < 0.010,mean Column,Zn fraction,range EN difference,Re fraction,N fraction,MagpieData minimum NUnfilled,Ho fraction,MagpieData minimum NValence,Am fraction,MagpieData mode SpaceGroupNumber,MagpieData mean Row,MagpieData minimum MeltingT,avg anion electron affinity,MagpieData mean MendeleevNumber,MagpieData avg_dev NpUnfilled,MagpieData mode AtomicWeight,Sr fraction,Yb fraction,MagpieData mode NValence,MagpieData minimum CovalentRadius,No fraction,MagpieData range Number,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData minimum Number,MagpieData mode Number,Ra fraction,Zr fraction,range Number,A_site_affinity,MagpieData mean SpaceGroupNumber,Mn fraction,Nb fraction,Tb fraction,MagpieData mean NdUnfilled,MagpieData maximum Row,At fraction,avg f valence electrons,Se fraction,MagpieData range Column,MagpieData mean AtomicWeight,Ru fraction,Rn fraction,MagpieData range NfUnfilled,MagpieData mean Number,MagpieData minimum GSvolume_pa,MagpieData mean NpValence,Pa fraction,MagpieData maximum AtomicWeight,MagpieData maximum GSmagmom,std_dev EN difference,Er fraction,Ga fraction,mean Electronegativity,MagpieData mean Column,Nd fraction,MagpieData range CovalentRadius,MagpieData range Row,frac s valence electrons,mean AtomicWeight,dist from 5 clusters |APE| < 0.010,MagpieData mean GSvolume_pa,Dy fraction,As fraction,Xe fraction,MagpieData maximum NValence,Hg fraction,MagpieData maximum NsUnfilled,Ir fraction,range AtomicRadius,MagpieData minimum NsValence,X_site_fir_ionization_energy,MagpieData maximum MeltingT,Na fraction,In fraction,Sm fraction,MagpieData maximum GSvolume_pa,MagpieData range NUnfilled,Cl fraction,MagpieData maximum Electronegativity,MagpieData mode NsUnfilled,Co fraction,mean Row,MagpieData mode CovalentRadius,Kr fraction,W fraction,MagpieData mode NUnfilled,U fraction,Eu fraction,MagpieData avg_dev MendeleevNumber,MagpieData range NsValence,MagpieData maximum NdUnfilled,Ne fraction,Br fraction,Pt fraction,maximum oxidation state,MagpieData mean NValence,MagpieData minimum NdValence,Te fraction,Tc fraction,MagpieData maximum NUnfilled,dist from 1 clusters |APE| < 0.010,MagpieData avg_dev NValence,Th fraction,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mode NpUnfilled,MagpieData maximum NdValence,MagpieData minimum Column,range Electronegativity,MagpieData avg_dev SpaceGroupNumber,transition metal fraction,Os fraction,Lr fraction,Fe fraction,MagpieData avg_dev GSvolume_pa,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,frac d valence electrons,MagpieData mode Column,MagpieData maximum Column,MagpieData minimum NfUnfilled,MagpieData range NsUnfilled,A_site_fir_ionization_energy,X_site_electronegativity,MagpieData range MendeleevNumber,MagpieData range NfValence,He fraction,Cs fraction,MagpieData minimum Row,Np fraction,octahedral_factor,X_site_affinity,MagpieData range MeltingT,MagpieData range NValence,Ce fraction,MagpieData avg_dev Number,MagpieData mode GSmagmom,Ta fraction,MagpieData mode NdValence,Tm fraction,Fm fraction,tolerance_factor,MagpieData mean NUnfilled,Hf fraction,Es fraction,MagpieData maximum NsValence,std_dev oxidation state,Cu fraction,Mo fraction,mean Number,MagpieData mean NsValence,MagpieData range NpValence,H fraction,I fraction,Ge fraction,MagpieData range GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,Ni fraction,MagpieData mean NfUnfilled,Pr fraction,Pd fraction,Sn fraction,X_site_weight,Pu fraction,frac p valence electrons,Ac fraction,Au fraction,MagpieData range NpUnfilled,Cm fraction,MagpieData maximum CovalentRadius,MagpieData minimum NpValence,MagpieData mean NsUnfilled,avg p valence electrons,Cd fraction,MagpieData minimum NfValence,MagpieData maximum NfValence,formation_energy_per_atom,Be fraction,band center,MagpieData mode NdUnfilled,volume,MagpieData mean GSbandgap,MagpieData avg_dev NUnfilled,S fraction,band_gap,Ag fraction,V fraction,MagpieData minimum GSmagmom,A_site_electronegativity,MagpieData mean Electronegativity,MagpieData range AtomicWeight,MagpieData maximum NfUnfilled,MagpieData avg_dev GSbandgap,MagpieData range GSmagmom,Bi fraction,MagpieData avg_dev NsUnfilled,mean AtomicRadius,MagpieData minimum GSbandgap,O fraction,Po fraction,avg s valence electrons,MagpieData mode NsValence,MagpieData minimum NdUnfilled,MagpieData range NdValence,MagpieData range NdUnfilled,MagpieData avg_dev CovalentRadius,MagpieData avg_dev GSmagmom,MagpieData range SpaceGroupNumber,Rh fraction,Lu fraction,MagpieData minimum NpUnfilled,K fraction,MagpieData mode GSbandgap,MagpieData avg_dev NfUnfilled,MagpieData avg_dev Electronegativity,MagpieData avg_dev Column,Delta_E_g,is_metal_exp,is_metal_gga
CeScO3,3.2,Matbench,2,0.04,2.036065179,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,1.12,0,0,0.0,1.27e-06,0.0,0,0.4,0.2,0.0,666.096,0,2.32,11,0,0.0,58,0.0,0.0,0.0,0.0,37.40079104,0,0.0,1.92,5,140.116,0.0,0.4,0,0.0,0.32,0.0,1.2,2.08,0.2,0.0,609.88,0.0,0.0,0.0,2,0.0,1.05368366,2.2,3.44,-2,4.32,CeScO3,4,4,2.32,114.4,0.043865508,10.8,0.0,0.24,0.0,0.0,2,0.0,3,0,12,3.2,54.8,-282000.0,57.4,0.96,15.9994,0.0,0.0,6,66,0,50,0.0,87,8,8,0,0.0,50,0.52,84.8,0.0,0.0,0.0,3.6,6,0,0.2,0.0,13,46.6140224,0.0,0,13,20.6,9.105,2.4,0.0,140.116,6.35e-06,0.169705627,0.0,0.0,2.56,10.8,0.0,138,4,0.4,46.6140224,0.063550915,17.358,0.0,0.0,0,6,0.0,0,0.0,1.25,2,13.618,1814.0,0.0,0.0,0.0,37.24,20,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,35.52,0,9,0,0.0,0.0,3,5.0,0,0.0,0.0,22,0.032536151,1.2,0.0,87,15.9994,2,1,3,2.32,87.36,0.0,0.0,0,0.0,9.9036,0.48,194,0.08,16,16,0,0,5.539,3.44,76,1,0,0.0,2,0.0,0.702380952,1.46,1759.2,3,0.2,15.12,0.0,0.0,0,0.0,0,0.794464962,7.4,0.0,0,2,3.273268354,0.0,0.0,20.6,2.0,4,0.0,0.0,0.0,28.135,9.105,12,0.0,2.6,0.0,0.0,0.0,15.999,0.0,0.48,0.0,0.0,2,0,204,0,0.0,2.4,0.0,0,1,-3.853775612,0.0,5.34955326,0,265.4360982,0.0,6.48,0.0,0.0,0.0,0.0,0,1.12,2.56,124.1166,13,0.0,6.35e-06,0.0,0.0,1.05,0.0,0.6,0,2.0,2,0,1,9,58.08,2.03e-06,182,0.0,0.0,0,0.0,0.0,4.16,1.056,6.24,3.2,0,1
Cs2AgBiBr6,2.19,manual_record_xlsx,2,0.097222222,2.966592785,1.457,4,265.8,0.0,0.0,0.84,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,8.0,1.4,0.0,196.7736,0,2.17,5,0,0.0,83,0.0,0.0,0.0,0.0,31.56522046,0,0.0,2.04,4,132.9,0.0,8.0,0,0.0,2.52,1.457,0.9,0.94,0.0,0.0,397.731,0.0,0.0,0.0,3,0.0,1.126707559,1.5775,2.96,-1,0.0,Cs2AgBiBr6,5,5,2.17,150.1,0.69402002,13.0,0.0,1.23,0.0,0.0,1,0.0,1,0,64,4.7,265.8,-324600.0,73.1,0.54,79.904,0.0,0.0,17,120,0,48,0.42,95,35,35,0,0.0,48,0.472,107.9,0.0,0.0,0.0,0.0,6,0,1.4,0.0,16,106.2083504,0.0,0,0,45.0,16.33,3.3,0.0,208.9804,0.0,0.750539806,0.0,0.0,2.329,13.0,0.0,124,2,0.118055556,106.2083504,0.696318206,45.769,0.0,0.0,0,29,0.0,1,0.0,1.45,1,11.814,1234.93,0.0,0.0,0.0,115.765,2,0.0,2.96,0,0.0,4.7,120,0,0.0,1,0.0,0.0,28.86,1,0,0,0.6,0.0,3,14.4,0,0.0,0.0,3,0.692820323,6.04,0.0,95,79.904,1,10,1,2.17,71.86,0.1,0.0,0,0.0,27.9984,3.2,229,0.555555556,17,17,0,1,3.894,2.96,90,14,0,0.2,4,0.0,0.675824176,3.364,969.13,28,0.0,12.0,0.0,0.0,10,0.0,0,0.841572989,1.2,0.0,0,2,1.761660659,0.0,0.0,45.0,1.7,5,0.0,0.0,0.0,99.435,29.48,12,0.0,0.0,0.0,0.0,0.0,79.904,0.0,0.229166667,0.0,0.0,3,0,244,0,0.3,3.3,0.0,0,14,-1.13942675,0.0,5.273692496,0,379.0590406,0.8742,0.36,0.0,1.6215,0.1,0.0,0,0.79,2.329,129.0764,0,0.69936,0.0,0.1,0.42,1.53,0.0,0.0,0,1.7,2,0,10,0,37.56,0.0,217,0.0,0.0,0,0.0,1.457,0.0,0.7572,5.2,0.5685,False,0
Cs2AgBiCl6,2.77,manual_record_xlsx,2,0.166666667,3.318432076,2.493,3,171.6,0.0,0.0,1.32,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,2.0,1.4,0.0,219.3816,0,2.37,5,0,0.0,83,0.0,0.0,0.0,0.0,52.90170046,0,0.0,2.04,4,132.9,0.0,2.0,0,0.0,2.52,2.493,0.9,1.14,0.0,0.0,341.211,0.0,0.0,0.0,3,0.0,1.136236359,1.7775,3.16,-1,0.0,Cs2AgBiCl6,5,5,2.37,139.3,0.69402002,13.0,0.0,1.23,0.0,0.0,1,0.0,1,0,64,4.1,171.6,-349000.0,72.5,0.54,35.453,0.0,0.0,7,102,0,66,0.42,94,17,17,0,0.0,66,0.472,107.9,0.0,0.0,0.0,0.0,6,0,1.4,0.0,16,79.53775038,0.0,0,0,34.2,16.33,3.3,0.0,208.9804,0.0,0.750539806,0.0,0.0,2.449,13.0,0.0,142,3,0.202380952,79.53775038,0.696318206,42.7795,0.0,0.0,0,29,0.0,1,0.0,1.6,1,12.968,1234.93,0.0,0.0,0.0,115.765,2,0.6,3.16,0,0.0,4.1,102,0,0.0,1,0.0,0.0,28.5,1,0,0,0.0,0.0,3,8.4,0,0.0,0.0,3,0.692820323,4.64,0.0,94,35.453,1,10,1,2.37,71.86,0.1,0.0,0,0.0,29.1942,3.2,229,0.238095238,17,17,0,1,3.894,3.16,89,14,0,0.2,3,0.0,0.736526946,3.62,1063.33,28,0.0,20.64,0.0,0.0,0,0.0,0,0.848528137,1.2,0.0,0,2,1.761660659,0.0,0.0,34.2,1.7,5,0.0,0.0,0.0,99.435,24.4975,12,0.0,0.0,0.0,0.0,0.0,35.45,0.0,0.392857143,0.0,0.0,3,0,244,0,0.3,3.3,0.0,0,14,-1.695654915,0.0,5.561676664,0,328.9658229,1.4958,0.36,0.0,2.1138,0.1,0.0,0,0.79,2.449,173.5274,0,1.19664,0.0,0.1,0.42,1.44,0.0,0.0,0,1.7,2,0,10,0,44.76,0.0,217,0.0,0.0,0,0.0,2.493,0.0,0.8532,5.2,0.6562000000000001,False,0
Cs2SeClF6,0.0,Matbench,2,0.0,3.624835001,2.493,2,53.5,0.6,0.0,1.34,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,126.5736,0,2.443496241,5,0,0.0,55,0.0,0.0,0.0,0.0,39.30132138,0,0.0,1.56,0,132.9,0.0,1.0,0,0.0,0.0,2.493,0.9,1.426936643,0.0,0.0,158.978,0.0,0.0,0.0,2,0.0,1.318626602,2.068641106,3.98,0,0.0,Cs2SeClF6,5,5,3.19,105.2,0.796941349,13.7,0.0,1.016559598,0.0,0.0,1,0.0,1,0,15,3.1,53.5,-309826.6033,75.1,0.36,18.9984032,0.0,0.0,7,57,0,46,0.32,94,9,9,0,0.0,46,0.472,62.6,0.0,0.0,0.0,0.0,6,0,0.0,0.1,16,49.4214323,0.0,0,0,21.5,9.7075,3.9,0.0,132.9054519,0.0,0.556564544,0.0,0.0,3.117,13.7,0.0,187,4,0.268656716,49.4214323,0.811104953,34.01925,0.0,0.0,0,16,0.0,1,0.0,2.1,1,17.422,494.0,0.0,0.0,0.0,115.765,1,0.1,3.98,0,0.0,3.1,57,0,0.0,1,0.0,0.0,28.04,1,0,0,0.0,0.0,0,6.7,0,0.0,0.0,2,0.791135697,2.28,0.0,93,18.9984032,1,10,1,3.19,66.84,0.0,0.0,0,0.0,32.6983,1.8,229,0.149253731,17,17,0,1,3.894,3.98,89,0,0,0.2,2,0.0,1.521126761,3.4,440.5,15,0.0,15.9,0.0,0.0,0,0.0,0,1.208797067,1.1,0.0,0,2,0.0,0.0,0.0,21.5,1.8,5,0.0,0.0,0.0,106.0575,9.7075,14,0.0,0.0,0.0,0.0,0.0,18.998,0.0,0.582089552,0.0,0.0,2,0,244,0,0.2,3.9,0.0,0,0,-2.271513093,0.0,7.033534205,0,233.2703017,1.5112,0.18,0.0,0.0,0.0,0.0,0,0.79,3.117,113.9070487,0,0.74692,0.0,0.0,0.32,1.035,0.0,0.0,0,1.8,2,0,10,0,58.48,0.0,215,0.0,0.0,0,0.0,1.97,0.0,1.0442,5.08,0.0,1,1
Cs2NaMgF6,0.0,Matbench,2,0.0,4.22632275,1.97,2,53.5,0.6,0.0,1.2,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,201.966,0,2.443496241,2,0,0.0,55,0.0,0.0,0.0,0.0,36.07833707,0,0.0,2.4,0,132.9,0.0,0.0,0,0.0,0.0,1.97,0.6,1.426936643,0.0,0.0,221.805,0.0,0.0,0.0,1,0.1,1.580354458,2.068641106,3.98,0,0.0,Cs2NaMgF6,5,5,3.19,113.7,0.696464552,10.7,0.0,1.016559598,0.0,0.0,0,0.0,1,0,15,3.0,53.5,-309826.6033,63.8,0.48,18.9984032,0.0,0.0,7,57,0,46,0.42,93,9,9,0,0.0,46,0.472,97.1,0.0,0.0,0.0,0.0,6,0,0.0,0.0,16,42.70960923,0.0,0,0,18.7,9.7075,3.0,0.0,132.9054519,0.0,0.556564544,0.0,0.0,2.77,10.7,0.0,187,4,0.361702128,42.70960923,0.69733115,34.19083333,0.0,0.0,0,7,0.0,1,0.0,2.1,1,17.422,923.0,0.1,0.0,0.0,115.765,1,0.0,3.98,0,0.0,3.0,57,0,0.0,1,0.0,0.0,35.88,1,0,0,0.0,0.0,0,4.7,0,0.0,0.0,1,0.693899016,2.76,0.0,93,18.9984032,1,0,1,3.19,98.52,0.0,0.0,0,0.0,32.62966667,0.0,229,0.0,17,17,0,1,3.894,3.98,91,0,0,0.2,2,0.0,2.042253521,3.4,869.5,6,0.0,14.52,0.0,0.0,0,0.0,0,1.001734607,0.9,0.0,0,2,0.0,0.0,0.0,18.7,1.7,5,0.0,0.0,0.0,106.0575,9.7075,15,0.0,0.0,0.0,0.0,0.0,18.998,0.0,0.638297872,0.0,0.0,1,0,244,0,0.3,3.0,0.0,0,0,-2.986685164,0.0,6.052459649,0,174.5873737,1.182,0.18,0.0,0.0,0.0,0.0,0,0.79,2.77,113.9070487,0,0.9456,0.0,0.0,0.42,1.15,0.0,0.0,0,1.7,2,0,0,0,68.04,0.0,214,0.0,0.0,0,0.0,1.97,0.0,1.452,7.56,0.0,1,1
Cs2NaMnF6,0.0,Matbench,2,0.0,4.420081711,1.97,2,53.5,0.6,0.0,1.34,0,0.0,0.0,0.79,0,0,0.0,3.1e-05,0.0,0,0.5,0.0,0.0,273.486,0,3.19,2,0,0.0,55,0.0,0.0,0.0,0.0,36.68604152,0,0.0,2.4,4,132.9,0.0,0.5,0,0.0,0.0,1.97,0.6,2.43,0.0,0.0,281.405,0.0,0.0,0.0,1,0.0,1.08239289,2.965,3.98,-1,0.9,Cs2NaMnF6,5,5,3.19,113.5,0.694331943,11.2,0.0,0.76,0.0,0.0,1,0.0,1,0,15,3.1,53.5,-328000.0,62.2,0.48,18.9984032,0.0,0.0,7,57,0,46,0.42,93,9,9,0,0.0,46,0.472,99.4,0.1,0.0,0.0,0.5,6,0,0.0,0.0,16,45.77291373,0.0,0,0,20.0,9.7075,3.0,0.0,132.9054519,0.000310121,0.397341163,0.0,0.0,2.794,11.2,0.0,187,4,0.326923077,45.77291373,0.695166931,32.95059195,0.0,0.0,0,7,0.0,1,0.0,2.1,1,17.422,1519.0,0.1,0.0,0.0,115.765,4,0.0,3.98,0,0.0,3.1,57,0,0.0,1,0.0,0.0,36.96,1,5,0,0.0,0.0,3,5.2,0,0.0,0.0,5,0.693076496,2.52,0.0,93,18.9984032,1,5,1,3.19,101.28,0.1,0.0,0,0.0,33.12576322,0.9,229,0.096153846,17,17,0,1,3.894,3.98,91,0,0,0.2,2,0.0,0.789915966,3.4,1465.5,6,0.0,15.0,0.0,0.0,0,0.0,0,0.995925044,1.4,0.0,0,2,1.761660659,0.0,0.0,20.0,1.7,5,0.0,0.0,0.0,106.0575,9.7075,15,0.0,0.0,0.0,0.0,0.0,18.998,0.0,0.576923077,0.0,0.0,1,0,244,0,0.3,3.0,0.0,0,0,-2.948292948,0.0,6.035510468,0,366.6917198,1.182,0.72,0.0,0.0,0.0,0.0,0,0.79,2.794,113.9070487,0,0.9456,0.000310121,0.0,0.42,1.14,0.0,0.0,0,1.7,2,0,5,5,67.8,5.58e-05,214,0.0,0.0,0,0.0,1.97,0.0,1.4232,6.96,0.0,1,1
Cs2NaMnF6,0.0,Matbench,2,0.0,4.420081711,1.97,2,53.5,0.6,0.0,1.34,0,0.0,0.0,0.79,0,0,0.0,3.1e-05,0.0,0,0.5,0.0,0.0,273.486,0,3.19,2,0,0.0,55,0.0,0.0,0.0,0.0,36.68604152,0,0.0,2.4,4,132.9,0.0,0.5,0,0.0,0.0,1.97,0.6,2.43,0.0,0.0,281.405,0.0,0.0,0.0,1,0.0,1.179388259,2.965,3.98,-1,0.9,Cs2NaMnF6,5,5,3.19,113.5,0.694331943,11.2,0.0,0.76,0.0,0.0,1,0.0,1,0,15,3.1,53.5,-328000.0,62.2,0.48,18.9984032,0.0,0.0,7,57,0,46,0.42,93,9,9,0,0.0,46,0.472,99.4,0.1,0.0,0.0,0.5,6,0,0.0,0.0,16,45.77291373,0.0,0,0,20.0,9.7075,3.0,0.0,132.9054519,0.000310121,0.397341163,0.0,0.0,2.794,11.2,0.0,187,4,0.326923077,45.77291373,0.695166931,32.95059195,0.0,0.0,0,7,0.0,1,0.0,2.1,1,17.422,1519.0,0.1,0.0,0.0,115.765,4,0.0,3.98,0,0.0,3.1,57,0,0.0,1,0.0,0.0,36.96,1,5,0,0.0,0.0,3,5.2,0,0.0,0.0,5,0.693076496,2.52,0.0,93,18.9984032,1,5,1,3.19,101.28,0.1,0.0,0,0.0,33.12576322,0.9,229,0.096153846,17,17,0,1,3.894,3.98,91,0,0,0.2,2,0.0,0.789915966,3.4,1465.5,6,0.0,15.0,0.0,0.0,0,0.0,0,0.995925044,1.4,0.0,0,2,1.761660659,0.0,0.0,20.0,1.7,5,0.0,0.0,0.0,106.0575,9.7075,15,0.0,0.0,0.0,0.0,0.0,18.998,0.0,0.576923077,0.0,0.0,1,0,244,0,0.3,3.0,0.0,0,0,-2.946021279,0.0,6.035510468,0,175.9591468,1.182,0.72,0.0,0.0,0.0,0.0,0,0.79,2.794,113.9070487,0,0.9456,0.000310121,0.0,0.42,1.14,0.0,0.0,0,1.7,2,0,5,5,67.8,5.58e-05,214,0.0,0.0,0,0.0,1.97,0.0,1.4232,6.96,0.0,1,1
CsAgCl3,0.0,Matbench,2,0.0,2.000482189,2.493,3,171.6,0.0,0.0,1.2,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,329.8664,0,2.37,5,0,0.0,55,0.0,0.0,0.0,0.0,40.76823646,0,0.0,2.4,3,132.9,0.0,2.0,0,0.0,0.0,2.493,0.6,1.23,0.0,0.0,410.264,0.0,0.0,0.0,1,0.0,1.135538893,1.8,3.16,-1,0.0,CsAgCl3,5,5,2.37,139.0,0.768047723,12.6,0.0,1.14,0.0,0.0,1,0.0,1,0,64,4.0,171.6,-349000.0,70.4,0.48,35.453,0.0,0.0,7,102,0,38,0.48,94,17,17,0,0.0,38,0.472,129.2,0.0,0.0,0.0,0.0,6,0,0.0,0.0,16,69.42653038,0.0,0,0,30.6,16.33,3.0,0.0,132.9054519,0.0,0.806101731,0.0,0.0,2.44,12.6,0.0,142,3,0.242424242,69.42653038,0.783027199,41.1175,0.0,0.0,0,11,0.0,1,0.0,1.6,1,12.968,1234.93,0.0,0.0,0.0,115.765,0,0.6,3.16,0,0.0,4.0,102,0,0.0,1,0.0,0.0,28.32,1,0,0,0.0,0.0,2,6.6,0,0.0,0.0,1,0.753886378,2.24,0.0,94,35.453,1,10,1,2.37,78.24,0.2,0.0,0,0.0,29.859,3.2,229,0.303030303,17,17,0,1,3.894,3.16,89,0,0,0.2,3,0.0,0.646706587,3.62,1063.33,10,0.0,16.32,0.0,0.0,0,0.0,0,0.89481149,1.0,0.0,0,2,1.690308509,0.0,0.0,30.6,1.6,5,0.0,0.0,0.0,99.435,24.4975,64,0.0,0.0,0.0,0.0,0.0,35.45,0.0,0.454545455,0.0,0.0,1,0,244,0,0.4,3.0,0.0,0,0,-1.436688937,0.0,5.603902308,0,301.8049116,1.4958,0.0,0.0,0.0,0.2,0.0,0,0.79,2.44,97.4524519,0,1.19664,0.0,0.0,0.48,1.44,0.0,0.0,0,1.6,2,0,10,0,44.4,0.0,165,0.0,0.0,0,0.0,2.493,0.0,0.864,5.28,0.0,1,1
CsCaO3,0.0,Matbench,2,0.0,4.06888535,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,319.5208,0,1.28225,5,0,0.0,55,0.0,0.0,0.0,0.2,35.48364861,0,0.0,1.92,0,132.9,0.0,0.0,0,0.0,0.0,0.0,1.2,0.0039,0.0,0.0,316.198,0.0,0.0,0.0,2,0.0,2.549323801,0.135066667,3.44,0,0.0,CsCaO3,4,4,2.65,123.6,0.063923272,10.2,0.0,0.0,0.0,0.0,0,0.0,1,0,12,3.2,54.8,-33041.66667,54.6,0.96,15.9994,0.0,0.0,6,66,0,47,0.32,87,8,8,0,0.0,47,0.472,98.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,15,44.19633038,0.0,0,0,19.8,9.105,2.4,0.0,132.9054519,0.0,0.0,0.0,0.0,2.422,10.2,0.0,178,4,0.428571429,44.19633038,0.075585574,36.17,0.0,0.0,0,6,0.0,1,0.0,2.0,1,13.618,1115.0,0.0,0.0,0.0,115.765,2,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,38.88,1,0,0,0.0,0.0,0,4.2,0,0.0,0.0,2,0.042491829,2.16,0.0,87,15.9994,2,0,1,2.65,103.2,0.0,0.0,0,0.0,32.478,0.0,229,0.0,16,16,0,1,3.894,3.44,82,0,0,0.2,2,0.0,2.383561644,1.46,1060.2,5,0.0,14.16,0.0,0.0,0,0.0,0,0.881736391,1.4,0.0,0,2,0.0,0.0,0.0,19.8,1.8,4,0.0,0.0,0.0,106.66,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.571428571,0.0,0.0,2,0,244,0,0.2,2.4,0.0,0,0,-1.496024229,0.0,4.916086872,0,102.8247444,0.0,0.72,0.0,0.0,0.0,0.0,0,0.79,2.422,116.9060519,0,0.0,0.0,0.0,0.32,1.24,0.0,0.6,0,1.8,2,0,0,0,69.12,0.0,217,0.0,0.0,0,0.0,0.0,0.0,1.2216,6.96,0.0,1,1
CsEuF3,0.0,Matbench,2,0.225806452,2.016215041,1.97,2,53.5,0.6,0.0,1.92,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.0,1.4,0.0,313.4328,0,3.19,5,0,0.0,63,0.0,0.0,0.0,0.0,59.24943492,0,0.0,2.4,3,132.9,0.0,0.0,0,0.0,2.24,1.97,0.6,2.78,0.0,0.0,311.418,0.0,0.0,0.0,1,0.0,1.386059902,2.985,3.98,-1,0.0,CsEuF3,5,5,3.19,122.6,0.7536358,11.0,0.0,0.41,0.0,0.0,1,0.0,1,0,15,3.6,53.5,-328000.0,61.8,0.48,18.9984032,0.0,0.0,7,57,0,54,0.32,93,9,9,0,0.0,54,0.472,100.6,0.0,0.0,0.0,0.0,6,0,1.4,0.0,16,68.3729323,0.0,0,7,29.0,9.7075,3.0,0.0,151.964,0.0,0.28991378,0.0,0.0,2.783,11.0,0.0,187,4,0.290322581,68.3729323,0.763237746,36.2695,0.0,0.0,0,9,0.0,1,0.0,2.1,1,17.422,1095.0,0.0,0.0,0.0,115.765,6,0.0,3.98,0,0.0,3.6,57,0,0.0,1,0.0,0.2,37.44,1,0,0,0.0,0.0,2,6.2,0,0.0,0.0,7,0.745366309,2.08,0.0,93,18.9984032,1,0,1,3.19,102.72,0.0,0.0,0,0.0,31.8744,0.0,229,0.0,17,17,0,1,3.894,3.98,88,7,0,0.2,2,0.0,1.100840336,3.4,1041.5,8,0.0,24.0,0.0,0.0,0,0.0,0,0.848528137,2.2,0.0,0,2,1.690308509,0.0,0.0,29.0,1.8,5,0.0,0.0,0.0,106.0575,9.7075,15,0.0,1.4,0.0,0.0,0.0,18.998,0.0,0.483870968,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,7,-3.599968912,0.0,5.976236262,0,113.3378837,1.182,1.92,0.0,0.0,0.0,0.0,0,0.79,2.783,132.9655968,7,0.9456,0.0,0.0,0.32,1.19,0.0,0.0,0,1.8,2,0,0,0,78.72,0.0,214,0.0,0.0,0,0.0,1.97,2.24,1.4364,7.2,0.0,1,1
